county,month,monthly_new_positives,monthly_new_tests_performed,monthly_infection_rate,monthly_fatality_rate
Putnam,2020-03-01,207,877,0.236031927023945,0
Putnam,2020-04-01,783,3437,0.227814954902531,0.045454545
Putnam,2020-05-01,267,5192,0.0514252696456086,0.047732697
Putnam,2020-06-01,72,7855,0.00916613621896881,0.047404063
Putnam,2020-07-01,96,9702,0.00989486703772418,0.044210526
Putnam,2020-08-01,80,10235,0.00781631656082071,0.041860465
Putnam,2020-09-01,124,10103,0.0122735821043254,0.038674033
Putnam,2020-10-01,232,15751,0.0147292235413625,0.034390113
Putnam,2020-11-01,292,8034,0.0363455314911626,0.029725964
Queens,2020-03-01,14902,26795,0.556148535174473,0.025231513
Queens,2020-04-01,37372,97583,0.382976543045408,0.096281134
Queens,2020-05-01,9820,142614,0.0688571949457977,0.100573324
Queens,2020-06-01,3361,218692,0.0153686463153659,0.107814529
Queens,2020-07-01,2586,218522,0.0118340487456641,0.105451125
Queens,2020-08-01,2247,258451,0.00869410449176053,0.102748691
Queens,2020-09-01,2404,250986,0.00957822348656897,0.099777142
Queens,2020-10-01,4957,356796,0.0138930929718943,0.093948409
Queens,2020-11-01,4707,200639,0.0234600451557275,0.088894555
Rensselaer,2020-03-01,43,1162,0.0370051635111876,0
Rensselaer,2020-04-01,255,2247,0.113484646194927,0.040268456
Rensselaer,2020-05-01,194,6993,0.0277420277420277,0.050813008
Rensselaer,2020-06-01,63,10422,0.00604490500863558,0.057657658
Rensselaer,2020-07-01,179,12205,0.0146661204424416,0.047683924
Rensselaer,2020-08-01,107,13518,0.00791537209646397,0.048751486
Rensselaer,2020-09-01,82,16371,0.00500885712540468,0.045503792
Rensselaer,2020-10-01,201,44846,0.00448200508406547,0.038256228
Rensselaer,2020-11-01,197,19559,0.0100720895751317,0.034065102
Richmond,2020-03-01,3188,7160,0.445251396648045,0.021016311
Richmond,2020-04-01,8749,27175,0.321950321987121,0.060316662
Richmond,2020-05-01,1600,27296,0.0586166471277843,0.073132895
Richmond,2020-06-01,572,45801,0.012488810287985,0.074349706
Richmond,2020-07-01,672,51639,0.0130134200894673,0.072796157
Richmond,2020-08-01,527,63117,0.008349573015194,0.070747322
Richmond,2020-09-01,717,64653,0.0110899726230801,0.067769111
Richmond,2020-10-01,1619,95272,0.0169934503316819,0.062060757
Richmond,2020-11-01,1998,55719,0.035858504280407,0.056257
Rockland,2020-03-01,3321,8207,0.404654563177775,0.005420054
Rockland,2020-04-01,8491,23209,0.36584945495282,0.033694548
Rockland,2020-05-01,1373,21852,0.0628317774116786,0.037466818
Rockland,2020-06-01,417,24975,0.0166966966966967,0.037200412
Rockland,2020-07-01,278,25812,0.0107701844103518,0.036527378
Rockland,2020-08-01,391,29851,0.0130983886636964,0.035596665
Rockland,2020-09-01,1365,37485,0.0364145658263305,0.032553083
Rockland,2020-10-01,2629,71302,0.0368713360074051,0.028086504
Rockland,2020-11-01,1578,46132,0.0342061909303737,0.026104924
Saratoga,2020-03-01,122,1720,0.0709302325581395,0
Saratoga,2020-04-01,236,3490,0.067621776504298,0.036312849
Saratoga,2020-05-01,125,8460,0.0147754137115839,0.028985507
Saratoga,2020-06-01,67,14900,0.00449664429530201,0.027272727
Saratoga,2020-07-01,176,17765,0.00990712074303406,0.020661157
Saratoga,2020-08-01,120,24880,0.00482315112540193,0.017730496
Saratoga,2020-09-01,227,31601,0.00718331698363976,0.013979497
Saratoga,2020-10-01,350,40913,0.00855473810280351,0.011946592
Saratoga,2020-11-01,257,18398,0.0139689096640939,0.010119048
Schenectady,2020-03-01,93,1163,0.0799656061908856,0.010752688
Schenectady,2020-04-01,421,3206,0.131316281971304,0.042801556
Schenectady,2020-05-01,179,8683,0.0206149948174594,0.04040404
Schenectady,2020-06-01,112,14634,0.00765340986743201,0.043478261
Schenectady,2020-07-01,227,14460,0.0156984785615491,0.037790698
Schenectady,2020-08-01,239,17151,0.0139350475190951,0.033831629
Schenectady,2020-09-01,146,25388,0.00575074838506381,0.03246295
Schenectady,2020-10-01,205,33030,0.00620647895852256,0.029593095
Schenectady,2020-11-01,249,15709,0.0158507861735311,0.027792624
Schoharie,2020-03-01,8,91,0.0879120879120879,0
Schoharie,2020-04-01,35,542,0.0645756457564576,0.023255814
Schoharie,2020-05-01,7,892,0.007847533632287,0.04
Schoharie,2020-06-01,8,1603,0.0049906425452277,0.034482759
Schoharie,2020-07-01,10,1478,0.006765899864682,0.029411765
Schoharie,2020-08-01,2,1874,0.00106723585912487,0.028571429
Schoharie,2020-09-01,15,2252,0.0066607460035524,0.023529412
Schoharie,2020-10-01,30,5779,0.00519120955182558,0.017391304
Schoharie,2020-11-01,28,4251,0.00658668548576805,0.013986014
Schuyler,2020-03-01,2,67,0.0298507462686567,0
Schuyler,2020-04-01,5,351,0.0142450142450142,0
Schuyler,2020-05-01,4,1125,0.00355555555555556,0
Schuyler,2020-06-01,2,1522,0.00131406044678055,0
Schuyler,2020-07-01,9,1859,0.00484131253362023,0
Schuyler,2020-08-01,4,1874,0.00213447171824973,0
Schuyler,2020-09-01,21,2498,0.00840672538030424,0
Schuyler,2020-10-01,102,4187,0.0243611177454024,0.020134228
Schuyler,2020-11-01,79,1943,0.0406587750900669,0.013157895
Seneca,2020-03-01,2,81,0.0246913580246914,0
Seneca,2020-04-01,39,416,0.09375,0.024390244
Seneca,2020-05-01,18,1755,0.0102564102564103,0.016949153
Seneca,2020-06-01,11,3145,0.00349761526232114,0.014285714
