month,day,county,total_number_of_occupied_beds,residents_total_confirmed_covid_19,county_occupancy,county_cases,county_prevalence
7,26,Erie,98,0,4481,1171,0.26132559696496316
8,30,Erie,104,0,4583,1197,0.2611826314641065
9,27,Erie,117,0,4600,1226,0.2665217391304348
10,25,Erie,122,0,4558,1344,0.2948661693725318
5,31,Queens,109,0,8683,914,0.10526315789473684
6,28,Queens,107,4,9066,1219,0.13445841606000442
7,26,Queens,103,4,9114,1253,0.13748079877112135
8,30,Queens,105,4,9310,1337,0.14360902255639096
9,27,Queens,107,4,9359,1357,0.14499412330377176
10,25,Queens,105,4,9387,1379,0.14690529455630127
5,31,Erie,56,0,4271,782,0.18309529384219153
6,28,Erie,56,0,4473,1113,0.24882629107981222
7,26,Erie,59,0,4481,1171,0.26132559696496316
8,30,Erie,56,0,4583,1197,0.2611826314641065
9,27,Erie,58,0,4600,1226,0.2665217391304348
10,25,Erie,57,0,4558,1344,0.2948661693725318
5,31,Queens,156,29,8683,914,0.10526315789473684
6,28,Queens,162,29,9066,1219,0.13445841606000442
7,26,Queens,169,29,9114,1253,0.13748079877112135
8,30,Queens,178,29,9310,1337,0.14360902255639096
9,27,Queens,165,34,9359,1357,0.14499412330377176
10,25,Queens,174,34,9387,1379,0.14690529455630127
5,31,Erie,141,19,4271,782,0.18309529384219153
6,28,Erie,143,31,4473,1113,0.24882629107981222
7,26,Erie,137,41,4481,1171,0.26132559696496316
8,30,Erie,135,41,4583,1197,0.2611826314641065
9,27,Erie,138,41,4600,1226,0.2665217391304348
10,25,Erie,152,41,4558,1344,0.2948661693725318
5,31,Clinton,218,0,387,0,0
6,28,Clinton,220,0,392,0,0
7,26,Clinton,215,0,385,1,0.0025974025974025974
8,30,Clinton,218,0,382,1,0.002617801047120419
9,27,Clinton,215,0,382,1,0.002617801047120419
10,25,Clinton,214,0,382,1,0.002617801047120419
5,31,Monroe,102,0,3810,404,0.10603674540682415
6,28,Monroe,100,0,3779,434,0.11484519714210109
7,26,Monroe,100,0,3847,436,0.1133350662854172
8,30,Monroe,105,0,4000,438,0.1095
9,27,Monroe,106,0,4026,441,0.10953800298062594
10,25,Monroe,109,1,4147,473,0.11405835543766578
5,31,Dutchess,147,27,1506,123,0.08167330677290836
6,28,Dutchess,146,27,1603,126,0.07860262008733625
7,26,Dutchess,157,27,1588,129,0.08123425692695214
8,30,Dutchess,166,27,1601,131,0.08182386008744534
9,27,Dutchess,166,29,1627,133,0.08174554394591273
10,25,Dutchess,169,29,1633,133,0.08144519289650949
5,31,Westchester,77,16,4474,626,0.1399195350916406
6,28,Westchester,86,18,4808,775,0.16118968386023294
7,26,Westchester,94,18,4814,805,0.16722060656418777
8,30,Westchester,93,18,4944,810,0.1638349514563107
9,27,Westchester,85,18,4964,824,0.16599516518936341
10,25,Westchester,95,18,4989,862,0.17278011625576267
5,31,Clinton,34,0,387,0,0
6,28,Clinton,34,0,392,0,0
7,26,Clinton,34,0,385,1,0.0025974025974025974
8,30,Clinton,33,0,382,1,0.002617801047120419
9,27,Clinton,33,0,382,1,0.002617801047120419
10,25,Clinton,31,0,382,1,0.002617801047120419
5,31,Bronx,382,6,8232,798,0.09693877551020408
6,28,Bronx,376,51,9266,1328,0.14331966328512843
7,26,Bronx,372,52,9248,1357,0.14673442906574394
8,30,Bronx,381,53,9057,1372,0.15148503919620182
9,27,Bronx,381,53,9345,1382,0.14788657035848046
10,25,Bronx,390,53,9386,1391,0.1481994459833795
5,31,Queens,193,0,8683,914,0.10526315789473684
6,28,Queens,192,13,9066,1219,0.13445841606000442
7,26,Queens,189,13,9114,1253,0.13748079877112135
8,30,Queens,185,13,9310,1337,0.14360902255639096
9,27,Queens,188,13,9359,1357,0.14499412330377176
10,25,Queens,187,13,9387,1379,0.14690529455630127
5,31,Westchester,61,4,4474,626,0.1399195350916406
6,28,Westchester,69,7,4808,775,0.16118968386023294
7,26,Westchester,65,9,4814,805,0.16722060656418777
8,30,Westchester,62,10,4944,810,0.1638349514563107
9,27,Westchester,59,10,4964,824,0.16599516518936341
10,25,Westchester,59,10,4989,862,0.17278011625576267
5,31,Queens,171,34,8683,914,0.10526315789473684
6,28,Queens,168,61,9066,1219,0.13445841606000442
7,26,Queens,167,61,9114,1253,0.13748079877112135
8,30,Queens,160,62,9310,1337,0.14360902255639096
9,27,Queens,157,64,9359,1357,0.14499412330377176
10,25,Queens,163,64,9387,1379,0.14690529455630127
5,31,Sullivan,111,22,273,96,0.3516483516483517
6,28,Sullivan,126,34,341,158,0.4633431085043988
7,26,Sullivan,113,34,329,158,0.48024316109422494
8,30,Sullivan,117,34,344,158,0.45930232558139533
9,27,Sullivan,116,34,326,158,0.48466257668711654
10,25,Sullivan,133,34,341,158,0.4633431085043988
5,31,Ulster,244,0,1028,118,0.11478599221789883
6,28,Ulster,251,0,1038,118,0.11368015414258188
7,26,Ulster,245,0,1032,118,0.11434108527131782
8,30,Ulster,249,0,1056,123,0.11647727272727272
9,27,Ulster,252,0,1045,130,0.12440191387559808
10,25,Ulster,249,0,1030,133,0.129126213592233
5,31,St. Lawrence,161,0,534,1,0.0018726591760299626
6,28,St. Lawrence,168,0,545,1,0.001834862385321101
7,26,St. Lawrence,170,0,545,1,0.001834862385321101
8,30,St. Lawrence,159,0,540,1,0.001851851851851852
9,27,St. Lawrence,160,0,540,1,0.001851851851851852
10,25,St. Lawrence,167,0,550,1,0.0018181818181818182
5,31,Richmond,231,128,2384,320,0.1342281879194631
6,28,Richmond,233,128,2410,391,0.16224066390041494
7,26,Richmond,240,128,2415,399,0.16521739130434782
8,30,Richmond,261,129,2411,406,0.16839485690584818
9,27,Richmond,251,129,2395,410,0.17118997912317327
10,25,Richmond,271,130,2418,414,0.17121588089330025
5,31,Erie,73,4,4271,782,0.18309529384219153
6,28,Erie,75,5,4473,1113,0.24882629107981222
7,26,Erie,72,5,4481,1171,0.26132559696496316
8,30,Erie,70,5,4583,1197,0.2611826314641065
9,27,Erie,69,5,4600,1226,0.2665217391304348
10,25,Erie,72,5,4558,1344,0.2948661693725318
5,31,Dutchess,94,9,1506,123,0.08167330677290836
6,28,Dutchess,92,9,1603,126,0.07860262008733625
7,26,Dutchess,89,9,1588,129,0.08123425692695214
8,30,Dutchess,91,9,1601,131,0.08182386008744534
9,27,Dutchess,99,9,1627,133,0.08174554394591273
10,25,Dutchess,91,9,1633,133,0.08144519289650949
5,31,Westchester,178,4,4474,626,0.1399195350916406
6,28,Westchester,172,5,4808,775,0.16118968386023294
7,26,Westchester,172,6,4814,805,0.16722060656418777
8,30,Westchester,180,6,4944,810,0.1638349514563107
9,27,Westchester,177,6,4964,824,0.16599516518936341
10,25,Westchester,186,6,4989,862,0.17278011625576267
5,31,New York,254,11,4485,654,0.14581939799331103
6,28,New York,261,23,4482,707,0.15774207942882643
7,26,New York,252,29,4508,733,0.16259982253771074
8,30,New York,279,29,4562,750,0.16440157825515125
9,27,New York,288,29,4501,774,0.17196178626971784
10,25,New York,280,29,4610,780,0.16919739696312364
5,31,Bronx,623,1,8232,798,0.09693877551020408
6,28,Bronx,605,1,9266,1328,0.14331966328512843
7,26,Bronx,601,1,9248,1357,0.14673442906574394
8,30,Bronx,598,1,9057,1372,0.15148503919620182
9,27,Bronx,589,1,9345,1382,0.14788657035848046
10,25,Bronx,580,1,9386,1391,0.1481994459833795
5,31,Orange,148,22,1037,390,0.3760848601735776
6,28,Orange,148,49,1007,420,0.4170804369414101
7,26,Orange,142,56,1034,430,0.4158607350096712
8,30,Orange,147,57,1048,433,0.4131679389312977
9,27,Orange,150,59,1143,435,0.3805774278215223
10,25,Orange,148,60,1152,440,0.3819444444444444
5,31,Albany,182,7,1411,130,0.09213323883770376
6,28,Albany,189,11,1443,141,0.09771309771309772
7,26,Albany,187,12,1474,155,0.10515603799185888
8,30,Albany,177,12,1484,164,0.1105121293800539
9,27,Albany,182,12,1475,164,0.1111864406779661
10,25,Albany,193,12,1519,169,0.11125740618828177
5,31,Schenectady,151,0,959,1,0.0010427528675703858
6,28,Schenectady,151,0,955,5,0.005235602094240838
7,26,Schenectady,147,0,944,7,0.007415254237288136
8,30,Schenectady,152,0,941,11,0.011689691817215728
9,27,Schenectady,151,1,940,15,0.015957446808510637
10,25,Schenectady,157,2,950,16,0.016842105263157894
5,31,Monroe,72,0,3810,404,0.10603674540682415
6,28,Monroe,69,0,3779,434,0.11484519714210109
7,26,Monroe,71,0,3847,436,0.1133350662854172
8,30,Monroe,75,0,4000,438,0.1095
9,27,Monroe,76,0,4026,441,0.10953800298062594
10,25,Monroe,75,0,4147,473,0.11405835543766578
6,28,Erie,185,111,4473,1113,0.24882629107981222
7,26,Erie,202,111,4481,1171,0.26132559696496316
8,30,Erie,206,111,4583,1197,0.2611826314641065
9,27,Erie,201,111,4600,1226,0.2665217391304348
10,25,Erie,207,112,4558,1344,0.2948661693725318
5,31,Kings,400,17,7723,851,0.11019034054124045
6,28,Kings,416,27,7928,1106,0.13950554994954592
7,26,Kings,413,28,8019,1136,0.1416635490709565
8,30,Kings,458,28,8153,1147,0.14068441064638784
9,27,Kings,452,28,8145,1176,0.1443830570902394
10,25,Kings,448,28,8167,1234,0.1510958736378107
5,31,Oneida,90,0,2175,98,0.045057471264367814
6,28,Oneida,93,0,2143,182,0.08492767148856743
7,26,Oneida,76,0,2082,212,0.10182516810758886
8,30,Oneida,94,0,2117,215,0.10155880963627775
9,27,Oneida,90,0,2093,220,0.1051122790253225
10,25,Oneida,86,21,2094,269,0.12846227316141356
6,28,Queens,143,19,9066,1219,0.13445841606000442
7,26,Queens,140,19,9114,1253,0.13748079877112135
8,30,Queens,140,21,9310,1337,0.14360902255639096
9,27,Queens,135,21,9359,1357,0.14499412330377176
10,25,Queens,136,21,9387,1379,0.14690529455630127
5,31,Monroe,46,25,3810,404,0.10603674540682415
10,25,Monroe,40,25,4147,473,0.11405835543766578
5,31,Oneida,160,15,2175,98,0.045057471264367814
6,28,Oneida,165,17,2143,182,0.08492767148856743
7,26,Oneida,169,17,2082,212,0.10182516810758886
8,30,Oneida,176,17,2117,215,0.10155880963627775
9,27,Oneida,166,17,2093,220,0.1051122790253225
10,25,Oneida,166,17,2094,269,0.12846227316141356
5,31,Monroe,164,15,3810,404,0.10603674540682415
6,28,Monroe,167,15,3779,434,0.11484519714210109
7,26,Monroe,166,15,3847,436,0.1133350662854172
8,30,Monroe,163,15,4000,438,0.1095
9,27,Monroe,157,15,4026,441,0.10953800298062594
10,25,Monroe,164,15,4147,473,0.11405835543766578
5,31,Essex,98,0,269,1,0.0037174721189591076
6,28,Essex,94,0,269,1,0.0037174721189591076
7,26,Essex,92,0,265,1,0.0037735849056603774
8,30,Essex,86,39,263,40,0.1520912547528517
9,27,Essex,74,61,246,62,0.25203252032520324
10,25,Essex,75,61,246,62,0.25203252032520324
5,31,Chemung,161,0,539,0,0
6,28,Chemung,157,0,528,0,0
7,26,Chemung,158,0,527,0,0
8,30,Chemung,157,0,518,0,0
9,27,Chemung,154,0,516,0,0
10,25,Chemung,153,1,521,4,0.007677543186180422
6,28,Niagara,113,0,1109,108,0.09738503155996393
7,26,Niagara,118,0,1129,141,0.12488928255093003
8,30,Niagara,126,0,1145,161,0.1406113537117904
9,27,Niagara,120,0,1130,163,0.14424778761061946
10,25,Niagara,130,0,1154,169,0.1464471403812825
5,31,Essex,77,0,269,1,0.0037174721189591076
6,28,Essex,76,0,269,1,0.0037174721189591076
7,26,Essex,72,0,265,1,0.0037735849056603774
8,30,Essex,77,0,263,40,0.1520912547528517
9,27,Essex,74,0,246,62,0.25203252032520324
10,25,Essex,74,0,246,62,0.25203252032520324
5,31,Nassau,143,1,4872,610,0.12520525451559936
6,28,Nassau,138,8,5334,808,0.15148106486689164
7,26,Nassau,133,9,5399,842,0.15595480644563808
8,30,Nassau,136,9,5400,858,0.15888888888888889
9,27,Nassau,138,9,5529,861,0.15572436245252305
10,25,Nassau,142,9,5566,867,0.15576715774344232
5,31,Bronx,270,55,8232,798,0.09693877551020408
6,28,Bronx,270,79,9266,1328,0.14331966328512843
7,26,Bronx,251,80,9248,1357,0.14673442906574394
8,30,Bronx,246,80,9057,1372,0.15148503919620182
9,27,Bronx,250,80,9345,1382,0.14788657035848046
10,25,Bronx,247,80,9386,1391,0.1481994459833795
5,31,Chautauqua,184,0,825,0,0
6,28,Chautauqua,191,0,846,1,0.001182033096926714
7,26,Chautauqua,173,0,821,1,0.001218026796589525
8,30,Chautauqua,174,0,830,1,0.0012048192771084338
9,27,Chautauqua,173,0,814,1,0.0012285012285012285
10,25,Chautauqua,181,1,808,4,0.0049504950495049506
6,28,Bronx,150,4,9266,1328,0.14331966328512843
7,26,Bronx,149,4,9248,1357,0.14673442906574394
8,30,Bronx,150,4,9057,1372,0.15148503919620182
9,27,Bronx,147,4,9345,1382,0.14788657035848046
10,25,Bronx,149,4,9386,1391,0.1481994459833795
5,31,Suffolk,201,33,6153,1325,0.21534210954006175
6,28,Suffolk,193,34,6152,1484,0.24122236671001301
7,26,Suffolk,205,37,6180,1521,0.24611650485436892
8,30,Suffolk,206,37,6343,1537,0.24231436228913764
9,27,Suffolk,207,37,6444,1548,0.24022346368715083
10,25,Suffolk,223,37,6508,1561,0.23985863552550707
6,28,Monroe,40,1,3779,434,0.11484519714210109
7,26,Monroe,46,1,3847,436,0.1133350662854172
8,30,Monroe,56,1,4000,438,0.1095
9,27,Monroe,64,1,4026,441,0.10953800298062594
10,25,Monroe,81,1,4147,473,0.11405835543766578
5,31,Oswego,101,0,440,1,0.0022727272727272726
6,28,Oswego,104,0,447,1,0.0022371364653243847
7,26,Oswego,109,0,436,1,0.0022935779816513763
8,30,Oswego,106,0,399,1,0.002506265664160401
9,27,Oswego,110,0,455,1,0.002197802197802198
10,25,Oswego,109,0,464,1,0.0021551724137931034
5,31,Westchester,26,17,4474,626,0.1399195350916406
6,28,Westchester,28,17,4808,775,0.16118968386023294
7,26,Westchester,29,17,4814,805,0.16722060656418777
8,30,Westchester,30,17,4944,810,0.1638349514563107
9,27,Westchester,32,17,4964,824,0.16599516518936341
10,25,Westchester,27,17,4989,862,0.17278011625576267
5,31,New York,421,41,4485,654,0.14581939799331103
6,28,New York,418,44,4482,707,0.15774207942882643
7,26,New York,427,46,4508,733,0.16259982253771074
8,30,New York,415,47,4562,750,0.16440157825515125
9,27,New York,432,47,4501,774,0.17196178626971784
10,25,New York,437,48,4610,780,0.16919739696312364
5,31,Bronx,198,80,8232,798,0.09693877551020408
6,28,Bronx,191,82,9266,1328,0.14331966328512843
7,26,Bronx,191,82,9248,1357,0.14673442906574394
8,30,Bronx,186,82,9057,1372,0.15148503919620182
9,27,Bronx,200,82,9345,1382,0.14788657035848046
10,25,Bronx,193,83,9386,1391,0.1481994459833795
5,31,Yates,45,0,152,15,0.09868421052631579
6,28,Yates,44,0,159,15,0.09433962264150944
7,26,Yates,45,0,159,15,0.09433962264150944
8,30,Yates,45,0,162,15,0.09259259259259259
9,27,Yates,46,0,158,15,0.0949367088607595
10,25,Yates,42,0,156,15,0.09615384615384616
5,31,Bronx,212,0,8232,798,0.09693877551020408
6,28,Bronx,212,11,9266,1328,0.14331966328512843
7,26,Bronx,206,11,9248,1357,0.14673442906574394
8,30,Bronx,198,11,9057,1372,0.15148503919620182
9,27,Bronx,198,11,9345,1382,0.14788657035848046
10,25,Bronx,194,11,9386,1391,0.1481994459833795
5,31,Oneida,40,0,2175,98,0.045057471264367814
6,28,Oneida,40,0,2143,182,0.08492767148856743
7,26,Oneida,40,0,2082,212,0.10182516810758886
8,30,Oneida,40,0,2117,215,0.10155880963627775
9,27,Oneida,40,0,2093,220,0.1051122790253225
10,25,Oneida,40,0,2094,269,0.12846227316141356
5,31,Nassau,189,58,4872,610,0.12520525451559936
6,28,Nassau,195,70,5334,808,0.15148106486689164
7,26,Nassau,205,70,5399,842,0.15595480644563808
8,30,Nassau,204,70,5400,858,0.15888888888888889
9,27,Nassau,203,70,5529,861,0.15572436245252305
10,25,Nassau,204,70,5566,867,0.15576715774344232
5,31,Niagara,109,0,1012,67,0.06620553359683795
6,28,Niagara,110,5,1109,108,0.09738503155996393
7,26,Niagara,111,6,1129,141,0.12488928255093003
8,30,Niagara,114,8,1145,161,0.1406113537117904
9,27,Niagara,111,8,1130,163,0.14424778761061946
10,25,Niagara,112,8,1154,169,0.1464471403812825
5,31,Richmond,181,7,2384,320,0.1342281879194631
6,28,Richmond,184,8,2410,391,0.16224066390041494
7,26,Richmond,185,9,2415,399,0.16521739130434782
8,30,Richmond,181,9,2411,406,0.16839485690584818
9,27,Richmond,176,9,2395,410,0.17118997912317327
10,25,Richmond,178,11,2418,414,0.17121588089330025
5,31,Queens,288,82,8683,914,0.10526315789473684
6,28,Queens,288,82,9066,1219,0.13445841606000442
7,26,Queens,286,87,9114,1253,0.13748079877112135
8,30,Queens,290,87,9310,1337,0.14360902255639096
9,27,Queens,296,87,9359,1357,0.14499412330377176
10,25,Queens,307,87,9387,1379,0.14690529455630127
5,31,Erie,115,95,4271,782,0.18309529384219153
6,28,Erie,132,100,4473,1113,0.24882629107981222
7,26,Erie,122,100,4481,1171,0.26132559696496316
8,30,Erie,131,100,4583,1197,0.2611826314641065
9,27,Erie,144,100,4600,1226,0.2665217391304348
10,25,Erie,137,100,4558,1344,0.2948661693725318
5,31,Queens,275,14,8683,914,0.10526315789473684
6,28,Queens,275,18,9066,1219,0.13445841606000442
7,26,Queens,272,18,9114,1253,0.13748079877112135
8,30,Queens,287,18,9310,1337,0.14360902255639096
9,27,Queens,289,19,9359,1357,0.14499412330377176
10,25,Queens,290,19,9387,1379,0.14690529455630127
5,31,Bronx,181,2,8232,798,0.09693877551020408
6,28,Bronx,173,8,9266,1328,0.14331966328512843
7,26,Bronx,183,10,9248,1357,0.14673442906574394
8,30,Bronx,173,11,9057,1372,0.15148503919620182
9,27,Bronx,178,11,9345,1382,0.14788657035848046
10,25,Bronx,191,11,9386,1391,0.1481994459833795
5,31,Westchester,134,12,4474,626,0.1399195350916406
6,28,Westchester,122,41,4808,775,0.16118968386023294
7,26,Westchester,134,41,4814,805,0.16722060656418777
8,30,Westchester,144,41,4944,810,0.1638349514563107
9,27,Westchester,153,42,4964,824,0.16599516518936341
10,25,Westchester,158,43,4989,862,0.17278011625576267
5,31,Herkimer,152,0,477,0,0
6,28,Herkimer,142,0,467,0,0
7,26,Herkimer,141,2,461,2,0.004338394793926247
8,30,Herkimer,134,32,448,32,0.07142857142857142
9,27,Herkimer,133,32,434,33,0.07603686635944701
10,25,Herkimer,141,32,453,33,0.0728476821192053
5,31,Wyoming,74,0,207,3,0.014492753623188406
6,28,Wyoming,73,0,207,3,0.014492753623188406
7,26,Wyoming,74,0,208,3,0.014423076923076924
8,30,Wyoming,73,0,210,3,0.014285714285714285
9,27,Wyoming,73,0,207,3,0.014492753623188406
10,25,Wyoming,72,0,204,3,0.014705882352941176
5,31,Kings,265,12,7723,851,0.11019034054124045
6,28,Kings,274,24,7928,1106,0.13950554994954592
7,26,Kings,279,25,8019,1136,0.1416635490709565
8,30,Kings,281,25,8153,1147,0.14068441064638784
9,27,Kings,278,25,8145,1176,0.1443830570902394
10,25,Kings,280,25,8167,1234,0.1510958736378107
5,31,Suffolk,113,3,6153,1325,0.21534210954006175
6,28,Suffolk,106,3,6152,1484,0.24122236671001301
7,26,Suffolk,113,3,6180,1521,0.24611650485436892
8,30,Suffolk,110,3,6343,1537,0.24231436228913764
9,27,Suffolk,107,3,6444,1548,0.24022346368715083
10,25,Suffolk,111,3,6508,1561,0.23985863552550707
5,31,Westchester,123,17,4474,626,0.1399195350916406
6,28,Westchester,114,26,4808,775,0.16118968386023294
7,26,Westchester,113,29,4814,805,0.16722060656418777
8,30,Westchester,114,29,4944,810,0.1638349514563107
9,27,Westchester,113,29,4964,824,0.16599516518936341
10,25,Westchester,115,29,4989,862,0.17278011625576267
5,31,Kings,249,33,7723,851,0.11019034054124045
6,28,Kings,257,40,7928,1106,0.13950554994954592
7,26,Kings,263,41,8019,1136,0.1416635490709565
8,30,Kings,267,41,8153,1147,0.14068441064638784
9,27,Kings,270,41,8145,1176,0.1443830570902394
10,25,Kings,265,41,8167,1234,0.1510958736378107
5,31,New York,45,0,4485,654,0.14581939799331103
6,28,New York,45,0,4482,707,0.15774207942882643
7,26,New York,44,0,4508,733,0.16259982253771074
8,30,New York,44,0,4562,750,0.16440157825515125
9,27,New York,48,0,4501,774,0.17196178626971784
10,25,New York,50,0,4610,780,0.16919739696312364
5,31,Saratoga,109,0,536,1,0.0018656716417910447
6,28,Saratoga,108,0,551,1,0.0018148820326678765
7,26,Saratoga,101,0,533,1,0.001876172607879925
8,30,Saratoga,94,0,534,1,0.0018726591760299626
9,27,Saratoga,91,0,530,1,0.0018867924528301887
10,25,Saratoga,89,0,531,1,0.0018832391713747645
5,31,Broome,142,0,1312,93,0.07088414634146341
6,28,Broome,142,0,1338,131,0.09790732436472346
7,26,Broome,142,0,1345,182,0.13531598513011153
8,30,Broome,144,0,1357,207,0.15254237288135594
9,27,Broome,143,0,1340,207,0.15447761194029852
10,25,Broome,138,0,1298,305,0.2349768875192604
5,31,New York,179,33,4485,654,0.14581939799331103
6,28,New York,177,35,4482,707,0.15774207942882643
7,26,New York,177,35,4508,733,0.16259982253771074
8,30,New York,188,36,4562,750,0.16440157825515125
9,27,New York,193,36,4501,774,0.17196178626971784
10,25,New York,193,36,4610,780,0.16919739696312364
5,31,Kings,125,40,7723,851,0.11019034054124045
6,28,Kings,128,42,7928,1106,0.13950554994954592
7,26,Kings,124,42,8019,1136,0.1416635490709565
8,30,Kings,117,42,8153,1147,0.14068441064638784
9,27,Kings,122,42,8145,1176,0.1443830570902394
10,25,Kings,122,43,8167,1234,0.1510958736378107
5,31,Bronx,80,44,8232,798,0.09693877551020408
6,28,Bronx,77,44,9266,1328,0.14331966328512843
7,26,Bronx,80,44,9248,1357,0.14673442906574394
8,30,Bronx,92,44,9057,1372,0.15148503919620182
9,27,Bronx,99,44,9345,1382,0.14788657035848046
10,25,Bronx,93,44,9386,1391,0.1481994459833795
5,31,Rensselaer,68,0,1080,18,0.016666666666666666
6,28,Rensselaer,72,0,1106,21,0.0189873417721519
7,26,Rensselaer,54,82,1088,103,0.09466911764705882
8,30,Rensselaer,62,82,1087,128,0.11775528978840846
9,27,Rensselaer,61,82,1084,128,0.11808118081180811
10,25,Rensselaer,59,82,1093,145,0.13266239707227814
5,31,Orange,92,34,1037,390,0.3760848601735776
6,28,Orange,95,35,1007,420,0.4170804369414101
7,26,Orange,92,36,1034,430,0.4158607350096712
8,30,Orange,93,36,1048,433,0.4131679389312977
9,27,Orange,91,36,1143,435,0.3805774278215223
10,25,Orange,93,36,1152,440,0.3819444444444444
6,28,Broome,50,0,1338,131,0.09790732436472346
7,26,Broome,48,0,1345,182,0.13531598513011153
8,30,Broome,48,0,1357,207,0.15254237288135594
9,27,Broome,46,0,1340,207,0.15447761194029852
10,25,Broome,44,2,1298,305,0.2349768875192604
5,31,Clinton,66,0,387,0,0
6,28,Clinton,74,0,392,0,0
7,26,Clinton,72,0,385,1,0.0025974025974025974
8,30,Clinton,69,0,382,1,0.002617801047120419
9,27,Clinton,70,0,382,1,0.002617801047120419
10,25,Clinton,72,0,382,1,0.002617801047120419
5,31,Queens,269,148,8683,914,0.10526315789473684
6,28,Queens,274,150,9066,1219,0.13445841606000442
7,26,Queens,269,152,9114,1253,0.13748079877112135
8,30,Queens,274,152,9310,1337,0.14360902255639096
9,27,Queens,284,152,9359,1357,0.14499412330377176
10,25,Queens,280,152,9387,1379,0.14690529455630127
5,31,Monroe,122,0,3810,404,0.10603674540682415
6,28,Monroe,125,0,3779,434,0.11484519714210109
7,26,Monroe,126,0,3847,436,0.1133350662854172
8,30,Monroe,124,0,4000,438,0.1095
9,27,Monroe,123,0,4026,441,0.10953800298062594
10,25,Monroe,122,0,4147,473,0.11405835543766578
5,31,Niagara,67,0,1012,67,0.06620553359683795
6,28,Niagara,68,0,1109,108,0.09738503155996393
7,26,Niagara,72,0,1129,141,0.12488928255093003
8,30,Niagara,68,0,1145,161,0.1406113537117904
9,27,Niagara,68,0,1130,163,0.14424778761061946
10,25,Niagara,72,0,1154,169,0.1464471403812825
5,31,Cattaraugus,82,0,448,0,0
6,28,Cattaraugus,88,0,452,1,0.0022123893805309734
7,26,Cattaraugus,88,0,444,1,0.0022522522522522522
8,30,Cattaraugus,83,0,449,2,0.004454342984409799
9,27,Cattaraugus,88,0,440,3,0.006818181818181818
10,25,Cattaraugus,91,0,432,23,0.05324074074074074
5,31,Kings,392,27,7723,851,0.11019034054124045
6,28,Kings,406,60,7928,1106,0.13950554994954592
7,26,Kings,394,62,8019,1136,0.1416635490709565
8,30,Kings,386,64,8153,1147,0.14068441064638784
9,27,Kings,386,64,8145,1176,0.1443830570902394
10,25,Kings,388,64,8167,1234,0.1510958736378107
5,31,Kings,132,1,7723,851,0.11019034054124045
6,28,Kings,124,4,7928,1106,0.13950554994954592
7,26,Kings,120,4,8019,1136,0.1416635490709565
8,30,Kings,133,4,8153,1147,0.14068441064638784
9,27,Kings,129,4,8145,1176,0.1443830570902394
10,25,Kings,128,4,8167,1234,0.1510958736378107
5,31,Suffolk,251,10,6153,1325,0.21534210954006175
6,28,Suffolk,260,13,6152,1484,0.24122236671001301
7,26,Suffolk,254,13,6180,1521,0.24611650485436892
8,30,Suffolk,254,13,6343,1537,0.24231436228913764
9,27,Suffolk,254,14,6444,1548,0.24022346368715083
10,25,Suffolk,253,14,6508,1561,0.23985863552550707
5,31,Albany,86,26,1411,130,0.09213323883770376
6,28,Albany,107,27,1443,141,0.09771309771309772
7,26,Albany,120,27,1474,155,0.10515603799185888
8,30,Albany,120,27,1484,164,0.1105121293800539
9,27,Albany,113,27,1475,164,0.1111864406779661
10,25,Albany,110,27,1519,169,0.11125740618828177
5,31,Oneida,288,1,2175,98,0.045057471264367814
6,28,Oneida,285,1,2143,182,0.08492767148856743
7,26,Oneida,283,1,2082,212,0.10182516810758886
8,30,Oneida,289,1,2117,215,0.10155880963627775
9,27,Oneida,282,1,2093,220,0.1051122790253225
10,25,Oneida,287,16,2094,269,0.12846227316141356
5,31,Montgomery,101,0,512,2,0.00390625
6,28,Montgomery,107,0,518,2,0.003861003861003861
7,26,Montgomery,110,2,517,4,0.007736943907156673
8,30,Montgomery,117,3,525,21,0.04
9,27,Montgomery,116,3,521,22,0.04222648752399232
10,25,Montgomery,118,3,526,22,0.04182509505703422
5,31,Kings,197,4,7723,851,0.11019034054124045
6,28,Kings,201,8,7928,1106,0.13950554994954592
7,26,Kings,213,8,8019,1136,0.1416635490709565
8,30,Kings,204,8,8153,1147,0.14068441064638784
9,27,Kings,202,8,8145,1176,0.1443830570902394
10,25,Kings,217,8,8167,1234,0.1510958736378107
5,31,Oneida,140,34,2175,98,0.045057471264367814
6,28,Oneida,143,61,2143,182,0.08492767148856743
7,26,Oneida,139,61,2082,212,0.10182516810758886
8,30,Oneida,134,61,2117,215,0.10155880963627775
9,27,Oneida,131,66,2093,220,0.1051122790253225
10,25,Oneida,136,79,2094,269,0.12846227316141356
5,31,Onondaga,74,0,2297,386,0.16804527644754028
6,28,Onondaga,79,0,2354,461,0.19583687340696687
7,26,Onondaga,75,0,2414,463,0.19179784589892296
8,30,Onondaga,75,1,2425,467,0.19257731958762886
9,27,Onondaga,78,1,2449,468,0.19109840751327073
10,25,Onondaga,77,1,2422,473,0.1952931461601982
5,31,Warren,70,0,305,51,0.16721311475409836
6,28,Warren,77,0,333,55,0.16516516516516516
7,26,Warren,74,0,335,55,0.16417910447761194
8,30,Warren,71,0,335,55,0.16417910447761194
9,27,Warren,72,0,337,55,0.1632047477744807
10,25,Warren,73,1,342,56,0.16374269005847952
